VALIDDATE,ISSUEDATE,EIAKT,EINORM,GDAKT,GDNORM,TTAKT,TTNORM
2018-12-01,2018-12-04,18.3,20.9,14.4,17.5,2.6,-0.5
2018-12-02,2018-12-04,17,21,13.4,17.6,3.6,-0.6
2018-12-03,2018-12-04,15.8,21.1,12.1,17.7,4.9,-0.7
2018-12-04,2018-12-06,15.4,21.3,12.6,17.8,4.4,-0.8
2018-12-05,2018-12-06,20.4,21.4,18,18,-1,-1
2018-12-06,2018-12-08,21.2,21.5,17.7,18.1,-0.7,-1.1
2018-12-07,2018-12-08,18.8,21.5,15.4,18.2,1.6,-1.2
2018-12-08,2018-12-15,16.9,21.7,12.9,18.3,4.1,-1.3
2018-12-09,2018-12-16,15.8,21.8,12.8,18.4,4.2,-1.4
2018-12-10,2018-12-17,18.9,21.9,16.7,18.4,0.3,-1.5
2018-12-11,2018-12-18,18.3,22,14.4,18.5,2.6,-1.6
2018-12-12,2018-12-19,20,22.1,17.3,18.6,-0.3,-1.7
2018-12-13,2018-12-19,21,22.2,18.1,18.7,-1.1,-1.8
2018-12-14,2018-12-19,21.4,22.4,18.9,18.8,-1.9,-1.9
2018-12-15,2018-12-19,23.3,22.5,21,18.9,-4,-1.9
2018-12-16,2018-12-19,21.8,22.6,17.7,19,-0.7,-2
2018-12-17,2018-12-19,20.9,22.7,18,19.1,-1,-2.1
2018-12-18,2018-12-19,21.1,22.6,18.2,19.2,-1.2,-2.2
2018-12-19,2018-12-23,21.4,22.7,18,19.3,-1,-2.3
2018-12-20,2018-12-23,19.9,22.8,16.7,19.3,0.3,-2.4
2018-12-21,2018-12-23,21.8,22.9,19.1,19.4,-2.1,-2.5
2018-12-22,2018-12-23,23.2,23,20.5,19.5,-3.5,-2.5
2018-12-23,2018-12-30,25.7,23.1,22.9,19.6,-5.9,-2.6
2018-12-24,2018-12-31,27.7,23,25.2,19.6,-8.2,-2.6
2018-12-25,2018-12-31,22.3,23.1,16.2,19.6,0.8,-2.7
2018-12-26,2018-12-31,17.9,23.2,14.9,19.7,2.1,-2.7
2018-12-27,2019-01-03,20,23.2,17.9,19.7,-0.9,-2.8
2018-12-28,2019-01-04,21.8,23.3,19.5,19.8,-2.5,-2.7
2018-12-29,2019-01-05,22.4,23.4,19.2,19.8,-2.2,-2.8
2018-12-30,2019-01-06,22.2,23.4,19.1,19.8,-2.1,-2.7
2018-12-31,2019-01-06,22.8,23.5,19,19.7,-2,-2.8
2019-01-01,2019-01-08,19,23.3,14.4,19.5,2.6,-2.3
2019-01-02,2019-01-09,24.3,23.4,18.7,19.6,-1.7,-2.4
2019-01-03,2019-01-10,23.9,23.3,20.4,19.7,-3.4,-2.4
2019-01-04,2019-01-11,18.6,23.4,13.7,19.7,3.3,-2.5
2019-01-05,2019-01-12,19,23.4,16.8,19.8,0.2,-2.5
2019-01-06,2019-01-13,19.8,23.5,16.6,19.8,0.4,-2.6
2019-01-07,2019-01-14,19.2,23.5,16.4,19.9,0.6,-2.7
2019-01-08,2019-01-15,20.3,23.5,16.7,19.9,0.3,-2.7
2019-01-09,2019-01-15,22,23.6,18.2,19.9,-1.2,-2.7
2019-01-10,2019-01-17,23.4,23.6,20,19.9,-3,-2.8
2019-01-11,2019-01-18,20.5,23.6,16.1,19.9,0.9,-2.8
2019-01-12,2019-01-18,21.2,23.7,18.7,19.9,-1.7,-2.9
2019-01-13,2019-01-18,23.2,23.7,20.3,20,-3.3,-2.9
2019-01-14,2019-01-18,24.8,23.7,21.1,20,-4.1,-2.9
2019-01-15,2019-01-18,25,23.7,21.7,20,-4.7,-3
2019-01-16,2019-01-18,27.4,23.7,24,20,-7,-3
2019-01-17,2019-01-18,24.8,23.7,22,20,-5,-3
2019-01-18,2019-01-25,28.2,23.7,25.2,20,-8.2,-3
2019-01-19,2019-01-26,27.8,23.7,24,20,-7,-3.1
2019-01-20,2019-01-27,28.4,23.7,26.5,20,-9.5,-3.2
2019-01-21,2019-01-28,33.8,23.7,32,20,-15,-3.2
2019-01-22,2019-01-29,26.7,23.7,20.9,20,-3.9,-3.3
2019-01-23,2019-01-30,23.2,23.7,20.9,20.1,-3.9,-3.3
2019-01-24,2019-01-31,26.8,23.7,25,20.2,-8,-3.3
2019-01-25,2019-02-01,25.8,23.7,22.3,20.3,-5.3,-3.3
2019-01-26,2019-02-02,25.6,23.6,23,20.3,-6,-3.3
2019-01-27,2019-02-03,27,23.6,24.1,20.3,-7.1,-3.4
2019-01-28,2019-02-04,23.8,23.6,19.5,20.3,-2.5,-3.3
2019-01-29,2019-02-05,22.1,23.5,19.3,20.3,-2.3,-3.3
2019-01-30,2019-02-06,26,23.5,23.8,20.2,-6.8,-3.4
2019-01-31,2019-02-07,26.9,23.5,23.7,20.2,-6.7,-3.5
2019-02-01,2019-02-08,23.1,23.5,19,20.2,-2,-3.6
2019-02-02,2019-02-08,20.4,23.5,16.8,20.1,0.2,-3.5
2019-02-03,2019-02-10,24.9,23.4,23.1,20.1,-6.1,-3.5
2019-02-04,2019-02-10,30.6,23.4,26.8,20.1,-9.8,-3.5
2019-02-05,2019-02-12,22.5,23.3,18.3,20,-1.3,-3.5
2019-02-06,2019-02-13,27.6,23.2,25.7,20,-8.7,-3.6
2019-02-07,2019-02-14,21.4,23.3,16.5,19.9,0.5,-3.5
2019-02-08,2019-02-15,19.1,23.2,15.2,20,1.8,-3.5
2019-02-09,2019-02-16,18.3,23.1,14.6,19.9,2.4,-3.5
2019-02-10,2019-02-17,17.6,23.2,13.8,19.9,3.2,-3.5
2019-02-11,2019-02-18,18.9,23.1,16.8,19.8,0.2,-3.4
2019-02-12,2019-02-19,21.4,23,18.5,19.8,-1.5,-3.4
2019-02-13,2019-02-20,17.8,22.9,13.5,19.8,3.5,-3.4
2019-02-14,2019-02-20,17.1,22.8,14.3,19.7,2.7,-3.3
2019-02-15,2019-02-22,16.1,22.8,13.3,19.6,3.7,-3.3
2019-02-16,2019-02-23,16.2,22.7,13.1,19.6,3.9,-3.2
2019-02-17,2019-02-24,18.5,22.6,16.9,19.5,0.1,-3.1
2019-02-18,2019-02-25,17.5,22.5,13.7,19.4,3.3,-3.1
2019-02-19,2019-02-25,15.5,22.5,12.7,19.3,4.3,-3
2019-02-20,2019-02-25,18.9,22.4,17.2,19.3,-0.2,-2.9
2019-02-21,2019-02-25,22.6,22.3,20.5,19.2,-3.5,-2.8
2019-02-22,2019-02-25,24.6,22.2,21.3,19.3,-4.3,-2.7
2019-02-23,2019-02-25,18.7,22.1,14.5,19.2,2.5,-2.6
2019-02-24,2019-02-25,15.1,22,11.5,19.1,5.5,-2.5
2019-02-25,2019-02-28,13.8,21.9,11.2,19,5.8,-2.4
2019-02-26,2019-02-28,14.1,21.7,11.4,19,5.6,-2.3
2019-02-27,2019-02-28,14,21.7,11.6,18.9,5.4,-2.2

